,Nuclear,Wind,Solar,Grid,TotalGEN,Demand,Hydrogen,M_Electrolyzer,P_Electrolyzer,SOP,Battery Power,Battery Charge,SOC
7543,308000.0,0.0,34778.078,1.91491267287347e-12,342778.078,107592.42649070758,0.0,622.5,622.5,162961429.769333,0.0,10.3012905229135,59989.6987094771
7544,308000.0,76.0,44911.259,-1.18713927577119e-11,352987.259,186307.06375502434,0.0,622.5,622.5,162963355.161833,0.0,5.42173185416591,59994.5782681458
7545,308000.0,76.0,44661.05700000001,-5.74384984020071e-12,352737.05700000003,223978.6679182828,0.0,622.5,622.5,162965280.554333,0.0,2.85354308114046,59997.1464569189
7546,308000.0,76.0,38906.411,-4.59521309892352e-12,346982.411,227757.50682609025,0.0,622.5,622.5,162967205.946833,6.54836185276508e-12,1.5018647795468,59998.4981352204
7547,308000.0,152.0,29273.634,-0.0,337425.634,237314.43540481004,0.0,622.5,622.5,162969131.339333,0.0,0.0,59998.4981352204
7548,308000.0,380.0,18389.846999999998,-0.0,326769.847,220087.8581303157,0.0,622.5,622.5,162971056.731833,0.0,0.0,59998.4981352204
7549,308000.0,1748.0,10133.181,-0.0,319881.181,216282.09628794756,0.0,622.5,622.5,162972982.124333,0.0,0.0,59998.4981352204
7550,308000.0,6308.0,3127.525,-0.0,317435.525,237301.41968147937,0.0,622.5,622.5,162974907.516833,0.0,0.0,59998.4981352204
7551,308000.0,12388.0,0.0,-0.0,320388.0,234127.54446217764,0.0,622.5,622.5,162976832.909333,0.0,0.0,59998.4981352204
7552,308000.0,15732.0,0.0,-0.0,323732.0,225368.31925580523,0.0,622.5,622.5,162978758.301833,0.0,0.0,59998.4981352204
7553,308000.0,16643.999999999996,0.0,-0.0,324644.0,209609.66595639716,0.0,622.5,622.5,162980683.694333,0.0,0.0,59998.4981352204
7554,308000.0,16264.0,0.0,-0.0,324264.0,158139.43378926374,0.0,622.5,622.5,162982609.086833,0.0,0.0,59998.4981352204
7555,308000.0,15960.0,0.0,-0.0,323960.0,115656.46943315903,0.0,622.5,622.5,162984534.479333,0.0,0.0,59998.4981352204
7556,308000.0,15960.0,0.0,-0.0,323960.0,103175.46054453819,0.0,622.5,622.5,162986459.871833,0.0,0.0,59998.4981352204
7557,308000.0,15048.0,0.0,-0.0,323048.0,98529.02561307352,0.0,622.5,622.5,162988385.264333,0.0,0.0,59998.4981352204
7558,308000.0,13376.000000000002,0.0,-0.0,321376.0,94494.50797572958,0.0,622.5,622.5,162990310.656833,0.0,0.0,59998.4981352204
