HR,Demand,Date
00:00,2467.6,28.02
01:00,2455.02,
02:00,2437.74,
03:00,2419.05,
04:00,2624.34,
05:00,2710.2,
06:00,3005.8,
07:00,5008.22,
08:00,9864.72,
09:00,12164.46,
10:00,12576.38,
11:00,13025.07,
12:00,12203.49,
13:00,11476.06,
14:00,12889.56,
15:00,12726.87,
16:00,12450.01,
17:00,11262.2,
18:00,8088.3,
19:00,6127.76,
20:00,5285.13,
21:00,5639.58,
22:00,5877.81,
23:00,5927.75,
